vehicle_type,level_of_loading,incline,mean_speed,t_amb,consumption
bus_18m,0.0,0.0,12.115,0,3.751
bus_18m,0.0,0.0,12.115,5,3.145
bus_18m,0.0,0.0,12.115,10,2.583
bus_18m,0.0,0.0,12.115,15,2.069
bus_18m,0.0,0.0,12.115,20,1.614
bus_18m,0.0,0.0,12.115,25,1.767
bus_18m,0.0,0.0,12.115,30,2.041
bus_18m,0.0,0.0,12.115,35,2.436
bus_18m,0.0,0.0,12.115,40,2.955
bus_18m,0.0,0.0,17.957,-15,4.195
bus_18m,0.0,0.0,17.957,-10,3.724
bus_18m,0.0,0.0,17.957,-5,3.28
bus_18m,0.0,0.0,17.957,0,2.861
bus_18m,0.0,0.0,17.957,5,2.468
bus_18m,0.0,0.0,17.957,10,2.1
bus_18m,0.0,0.0,17.957,15,1.76
bus_18m,0.0,0.0,17.957,20,1.455
bus_18m,0.0,0.0,17.957,35,1.993
bus_18m,0.0,0.0,17.957,30,1.735
bus_18m,0.0,0.0,17.957,25,1.555
bus_18m,0.0,0.0,17.957,40,2.332
bus_18m,0.0,0.0,25.184,-15,3.087
bus_18m,0.0,0.0,25.184,-10,2.813
bus_18m,0.0,0.0,25.184,-5,2.55
bus_18m,0.0,0.0,25.184,5,2.054
bus_18m,0.0,0.0,25.184,0,2.297
bus_18m,0.0,0.0,25.184,10,1.822
bus_18m,0.0,0.0,25.184,15,1.6
bus_18m,0.0,0.0,25.184,20,1.391
bus_18m,0.0,0.0,25.184,25,1.459
bus_18m,0.0,0.0,25.184,35,1.741
bus_18m,0.0,0.0,25.184,30,1.575
bus_18m,0.0,0.0,25.184,40,1.956
bus_18m,0.0,0.0,29.997,-15,2.721
bus_18m,0.0,0.0,29.997,-10,2.494
bus_18m,0.0,0.0,29.997,-5,2.276
bus_18m,0.0,0.0,29.997,0,2.065
bus_18m,0.0,0.0,29.997,5,1.863
bus_18m,0.0,0.0,29.997,10,1.668
bus_18m,0.0,0.0,29.997,15,1.482
bus_18m,0.0,0.0,29.997,20,1.305
bus_18m,0.0,0.0,29.997,25,1.36
bus_18m,0.0,0.0,29.997,35,1.594
bus_18m,0.0,0.0,29.997,30,1.456
bus_18m,0.0,0.0,29.997,40,1.771
bus_18m,0.0,0.0,37.093,-15,2.409
bus_18m,0.0,0.0,37.093,-10,2.218
bus_18m,0.0,0.0,37.093,-5,2.034
bus_18m,0.0,0.0,37.093,0,1.857
bus_18m,0.0,0.0,37.093,5,1.687
bus_18m,0.0,0.0,37.093,10,1.524
bus_18m,0.0,0.0,37.093,15,1.368
bus_18m,0.0,0.0,37.093,20,1.221
bus_18m,0.0,0.0,37.093,25,1.265
bus_18m,0.0,0.0,37.093,30,1.343
bus_18m,0.0,0.0,37.093,35,1.455
bus_18m,0.0,0.019999999999999997,2.626,-15,64.426
bus_18m,0.0,0.0,37.093,40,1.601
bus_18m,0.0,0.019999999999999997,2.626,-5,40.191
bus_18m,0.0,0.019999999999999997,2.626,-10,51.629
bus_18m,0.0,0.019999999999999997,2.626,0,30.077
bus_18m,0.0,0.019999999999999997,2.626,5,21.28
bus_18m,0.0,0.019999999999999997,2.626,15,7.858
bus_18m,0.0,0.019999999999999997,2.626,10,13.833
bus_18m,0.0,0.019999999999999997,2.626,20,3.848
bus_18m,0.0,0.019999999999999997,2.626,25,5.192
bus_18m,0.0,0.019999999999999997,2.626,30,8.13
bus_18m,0.0,0.019999999999999997,2.626,35,12.8
bus_18m,0.0,0.019999999999999997,2.626,40,19.312
bus_18m,0.0,0.019999999999999997,12.115,-15,6.988
bus_18m,0.0,0.019999999999999997,12.115,-10,6.25
bus_18m,0.0,0.019999999999999997,12.115,-5,5.558
bus_18m,0.0,0.019999999999999997,12.115,0,4.909
bus_18m,0.0,0.019999999999999997,12.115,5,4.303
bus_18m,0.0,0.019999999999999997,12.115,10,3.742
bus_18m,0.0,0.019999999999999997,12.115,15,3.227
bus_18m,0.0,0.019999999999999997,12.115,20,2.773
bus_18m,0.0,0.019999999999999997,12.115,30,3.199
bus_18m,0.0,0.019999999999999997,12.115,25,2.926
bus_18m,0.0,0.019999999999999997,12.115,35,3.594
bus_18m,0.0,0.019999999999999997,12.115,40,4.114
bus_18m,0.0,0.019999999999999997,17.957,-15,5.389
bus_18m,0.0,0.019999999999999997,17.957,-10,4.918
bus_18m,0.0,0.019999999999999997,17.957,-5,4.474
bus_18m,0.0,0.019999999999999997,17.957,0,4.055
bus_18m,0.0,0.019999999999999997,17.957,5,3.662
bus_18m,0.0,0.019999999999999997,17.957,10,3.294
bus_18m,0.0,0.019999999999999997,17.957,20,2.648
bus_18m,0.0,0.019999999999999997,17.957,15,2.954
bus_18m,0.0,0.019999999999999997,17.957,25,2.749
bus_18m,0.0,0.019999999999999997,17.957,30,2.928
bus_18m,0.0,0.019999999999999997,17.957,35,3.187
bus_18m,0.0,0.019999999999999997,17.957,40,3.526
bus_18m,0.0,0.019999999999999997,25.184,-15,4.289
bus_18m,0.0,0.019999999999999997,25.184,-10,4.015
bus_18m,0.0,0.019999999999999997,25.184,-5,3.752
bus_18m,0.0,0.019999999999999997,25.184,0,3.5
bus_18m,0.0,0.019999999999999997,25.184,5,3.257
bus_18m,0.0,0.019999999999999997,25.184,10,3.025
bus_18m,0.0,0.019999999999999997,25.184,15,2.803
bus_18m,0.0,0.019999999999999997,25.184,20,2.594
bus_18m,0.0,0.019999999999999997,25.184,25,2.661
bus_18m,0.0,0.019999999999999997,25.184,30,2.778
bus_18m,0.0,0.019999999999999997,25.184,35,2.944
bus_18m,0.0,0.019999999999999997,25.184,40,3.158
bus_18m,0.0,0.019999999999999997,29.997,-15,3.955
bus_18m,0.0,0.019999999999999997,29.997,-10,3.728
bus_18m,0.0,0.019999999999999997,29.997,0,3.299
bus_18m,0.0,0.019999999999999997,29.997,10,2.902
bus_18m,0.0,0.019999999999999997,29.997,-5,3.51
bus_18m,0.0,0.019999999999999997,29.997,5,3.097
bus_18m,0.0,0.019999999999999997,29.997,15,2.716
bus_18m,0.0,0.019999999999999997,29.997,20,2.539
bus_18m,0.0,0.019999999999999997,29.997,25,2.594
bus_18m,0.0,0.019999999999999997,29.997,30,2.69
bus_18m,0.0,0.019999999999999997,29.997,40,3.005
bus_18m,0.0,0.019999999999999997,29.997,35,2.828
bus_18m,0.0,0.019999999999999997,37.093,-15,3.677
bus_18m,0.0,0.019999999999999997,37.093,-10,3.486
bus_18m,0.0,0.019999999999999997,37.093,0,3.125
bus_18m,0.0,0.019999999999999997,37.093,-5,3.302
bus_18m,0.0,0.019999999999999997,37.093,5,2.955
bus_18m,0.0,0.019999999999999997,37.093,10,2.792
bus_18m,0.0,0.019999999999999997,37.093,15,2.636
bus_18m,0.0,0.019999999999999997,37.093,20,2.489
bus_18m,0.0,0.04,2.626,-15,65.595
bus_18m,0.0,0.019999999999999997,37.093,25,2.533
bus_18m,0.0,0.019999999999999997,37.093,30,2.611
bus_18m,0.0,0.04,2.626,-10,52.799
bus_18m,0.0,0.019999999999999997,37.093,35,2.723
bus_18m,0.0,0.019999999999999997,37.093,40,2.868
bus_18m,0.0,0.04,2.626,-5,41.36
bus_18m,0.0,0.04,2.626,5,22.45
bus_18m,0.0,0.04,2.626,0,31.247
bus_18m,0.0,0.04,2.626,10,15.003
bus_18m,0.0,0.04,2.626,20,5.017
bus_18m,0.0,0.04,2.626,15,9.028
bus_18m,0.0,0.04,2.626,25,6.361
bus_18m,0.0,0.04,2.626,40,20.482
bus_18m,0.0,0.04,2.626,35,13.969
bus_18m,0.0,0.04,2.626,30,9.3
bus_18m,0.0,0.04,12.115,-15,8.146
bus_18m,0.0,0.04,12.115,-10,7.408
bus_18m,0.0,0.04,12.115,-5,6.716
bus_18m,0.0,0.04,12.115,0,6.067
bus_18m,0.0,0.04,12.115,5,5.462
bus_18m,0.0,0.04,12.115,10,4.9
bus_18m,0.0,0.04,12.115,15,4.385
bus_18m,0.0,0.04,12.115,20,3.931
bus_18m,0.0,0.04,12.115,30,4.357
bus_18m,0.0,0.04,12.115,25,4.084
bus_18m,0.0,0.04,12.115,35,4.752
bus_18m,0.0,0.04,12.115,40,5.272
bus_18m,0.0,0.04,17.957,-15,6.583
bus_18m,0.0,0.04,17.957,-10,6.112
bus_18m,0.0,0.04,17.957,-5,5.667
bus_18m,0.0,0.04,17.957,0,5.248
bus_18m,0.0,0.04,17.957,10,4.487
bus_18m,0.0,0.04,17.957,5,4.855
bus_18m,0.0,0.04,17.957,20,3.842
bus_18m,0.0,0.04,17.957,15,4.147
bus_18m,0.0,0.04,17.957,25,3.943
bus_18m,0.0,0.04,17.957,30,4.122
bus_18m,0.0,0.04,17.957,40,4.719
bus_18m,0.0,0.04,17.957,35,4.38
bus_18m,0.0,0.04,25.184,-5,4.957
bus_18m,0.0,0.04,25.184,-15,5.494
bus_18m,0.0,0.04,25.184,-10,5.22
bus_18m,0.0,0.04,25.184,0,4.704
bus_18m,0.0,0.04,25.184,5,4.461
bus_18m,0.0,0.04,25.184,10,4.229
bus_18m,0.0,0.04,25.184,15,4.007
bus_18m,0.0,0.04,25.184,20,3.798
bus_18m,0.0,0.04,25.184,25,3.866
bus_18m,0.0,0.04,25.184,35,4.148
bus_18m,0.0,0.04,25.184,30,3.982
bus_18m,0.0,0.04,25.184,40,4.363
bus_18m,0.0,0.04,29.997,-15,5.19
bus_18m,0.0,0.04,29.997,-10,4.963
bus_18m,0.0,0.04,29.997,-5,4.745
bus_18m,0.0,0.04,29.997,0,4.535
bus_18m,0.0,0.04,29.997,5,4.332
bus_18m,0.0,0.04,29.997,10,4.137
bus_18m,0.0,0.04,29.997,15,3.951
bus_18m,0.0,0.04,29.997,20,3.774
bus_18m,0.0,0.04,29.997,25,3.829
bus_18m,0.0,0.04,29.997,35,4.063
bus_18m,0.0,0.04,29.997,30,3.926
bus_18m,0.0,0.04,29.997,40,4.241
bus_18m,0.0,0.04,37.093,-15,4.945
bus_18m,0.0,0.04,37.093,-10,4.754
bus_18m,0.0,0.04,37.093,-5,4.57
bus_18m,0.0,0.04,37.093,0,4.393
bus_18m,0.0,0.04,37.093,5,4.223
bus_18m,0.0,0.04,37.093,10,4.06
bus_18m,0.0,0.04,37.093,15,3.904
bus_18m,0.0,0.04,37.093,20,3.757
bus_18m,0.0,0.04,37.093,30,3.879
bus_18m,0.0,0.04,37.093,25,3.801
bus_18m,0.0,0.04,37.093,35,3.991
bus_18m,0.3,-0.04,2.626,-15,60.898
bus_18m,0.3,-0.04,2.626,-10,48.102
bus_18m,0.0,0.04,37.093,40,4.136
bus_18m,0.3,-0.04,2.626,0,26.55
bus_18m,0.3,-0.04,2.626,-5,36.664
bus_18m,0.3,-0.04,2.626,5,17.753
bus_18m,0.3,-0.04,2.626,10,10.306
bus_18m,0.3,-0.04,2.626,15,4.331
bus_18m,0.3,-0.04,2.626,25,3.905
bus_18m,0.3,-0.04,2.626,20,2.368
bus_18m,0.3,-0.04,2.626,30,7.036
bus_18m,0.3,-0.04,2.626,35,11.898
bus_18m,0.3,-0.04,2.626,40,18.603
bus_18m,0.3,-0.04,12.115,-15,3.274
bus_18m,0.3,-0.04,12.115,-10,2.536
bus_18m,0.3,-0.04,12.115,0,1.196
bus_18m,0.3,-0.04,12.115,-5,1.844
bus_18m,0.3,-0.04,12.115,5,0.59
bus_18m,0.3,-0.04,12.115,10,0.029
bus_18m,0.3,-0.04,12.115,20,-0.497
bus_18m,0.3,-0.04,12.115,15,-0.486
bus_18m,0.3,-0.04,12.115,25,-0.302
bus_18m,0.3,-0.04,12.115,30,0.013
bus_18m,0.3,-0.04,12.115,35,0.45
bus_18m,0.3,-0.04,12.115,40,1.012
bus_18m,0.3,-0.04,17.957,-15,1.662
bus_18m,0.3,-0.04,17.957,-10,1.192
bus_18m,0.3,-0.04,17.957,0,0.33
bus_18m,0.3,-0.04,17.957,-5,0.748
bus_18m,0.3,-0.04,17.957,5,-0.063
bus_18m,0.3,-0.04,17.957,10,-0.43
bus_18m,0.3,-0.04,17.957,15,-0.77
bus_18m,0.3,-0.04,17.957,30,-0.439
bus_18m,0.3,-0.04,17.957,20,-0.776
bus_18m,0.3,-0.04,17.957,25,-0.647
bus_18m,0.3,-0.04,17.957,35,-0.152
bus_18m,0.3,-0.04,17.957,40,0.216
bus_18m,0.3,-0.04,25.184,-15,0.558
bus_18m,0.3,-0.04,25.184,-10,0.285
bus_18m,0.3,-0.04,25.184,-5,0.023
bus_18m,0.3,-0.04,25.184,0,-0.229
bus_18m,0.3,-0.04,25.184,10,-0.703
bus_18m,0.3,-0.04,25.184,5,-0.471
bus_18m,0.3,-0.04,25.184,15,-0.925
bus_18m,0.3,-0.04,25.184,20,-0.919
bus_18m,0.3,-0.04,25.184,30,-0.694
bus_18m,0.3,-0.04,25.184,25,-0.832
bus_18m,0.3,-0.04,25.184,35,-0.508
bus_18m,0.3,-0.04,25.184,40,-0.273
bus_18m,0.3,-0.04,29.997,-15,0.222
bus_18m,0.3,-0.04,29.997,-5,-0.221
bus_18m,0.3,-0.04,29.997,0,-0.43
bus_18m,0.3,-0.04,29.997,-10,-0.003
bus_18m,0.3,-0.04,29.997,5,-0.632
bus_18m,0.3,-0.04,29.997,10,-0.825
bus_18m,0.3,-0.04,29.997,15,-1.011
bus_18m,0.3,-0.04,29.997,20,-1.008
bus_18m,0.3,-0.04,29.997,25,-0.935
bus_18m,0.3,-0.04,29.997,30,-0.821
bus_18m,0.3,-0.04,29.997,35,-0.666
bus_18m,0.3,-0.04,29.997,40,-0.471
bus_18m,0.3,-0.04,37.093,-5,-0.436
bus_18m,0.3,-0.04,37.093,-15,-0.064
bus_18m,0.3,-0.04,37.093,-10,-0.254
bus_18m,0.3,-0.04,37.093,0,-0.611
bus_18m,0.3,-0.04,37.093,5,-0.78
bus_18m,0.3,-0.04,37.093,10,-0.941
bus_18m,0.3,-0.04,37.093,15,-1.096
bus_18m,0.3,-0.04,37.093,25,-1.038
bus_18m,0.3,-0.04,37.093,20,-1.097
bus_18m,0.3,-0.04,37.093,30,-0.946
bus_18m,0.3,-0.04,37.093,35,-0.819
bus_18m,0.3,-0.04,37.093,40,-0.658
bus_18m,0.3,-0.02,2.626,-15,61.068
bus_18m,0.3,-0.02,2.626,-10,48.272
bus_18m,0.3,-0.02,2.626,0,26.72
bus_18m,0.3,-0.02,2.626,-5,36.834
bus_18m,0.3,-0.02,2.626,5,17.923
bus_18m,0.3,-0.02,2.626,10,10.477
bus_18m,0.3,-0.02,2.626,15,4.501
bus_18m,0.3,-0.02,2.626,25,4.075
bus_18m,0.3,-0.02,2.626,20,2.538
bus_18m,0.3,-0.02,2.626,30,7.206
bus_18m,0.3,-0.02,2.626,35,12.068
bus_18m,0.3,-0.02,2.626,40,18.773
bus_18m,0.3,-0.02,12.115,-15,4.404
bus_18m,0.3,-0.02,12.115,-5,2.974
bus_18m,0.3,-0.02,12.115,-10,3.667
bus_18m,0.3,-0.02,12.115,0,2.326
bus_18m,0.3,-0.02,12.115,5,1.721
bus_18m,0.3,-0.02,12.115,10,1.159
bus_18m,0.3,-0.02,12.115,15,0.645
bus_18m,0.3,-0.02,12.115,20,0.633
bus_18m,0.3,-0.02,12.115,25,0.828
bus_18m,0.3,-0.02,12.115,30,1.143
bus_18m,0.3,-0.02,12.115,35,1.581
bus_18m,0.3,-0.02,12.115,40,2.142
bus_18m,0.3,-0.02,17.957,-15,2.818
bus_18m,0.3,-0.02,17.957,-10,2.347
bus_18m,0.3,-0.02,17.957,-5,1.904
bus_18m,0.3,-0.02,17.957,0,1.485
bus_18m,0.3,-0.02,17.957,5,1.093
bus_18m,0.3,-0.02,17.957,10,0.725
bus_18m,0.3,-0.02,17.957,25,0.509
bus_18m,0.3,-0.02,17.957,20,0.38
bus_18m,0.3,-0.02,17.957,15,0.386
bus_18m,0.3,-0.02,17.957,30,0.717
bus_18m,0.3,-0.02,17.957,35,1.004
bus_18m,0.3,-0.02,17.957,40,1.371
bus_18m,0.3,-0.02,25.184,-15,1.748
bus_18m,0.3,-0.02,25.184,-10,1.475
bus_18m,0.3,-0.02,25.184,-5,1.212
bus_18m,0.3,-0.02,25.184,0,0.96
bus_18m,0.3,-0.02,25.184,5,0.718
bus_18m,0.3,-0.02,25.184,10,0.486
bus_18m,0.3,-0.02,25.184,15,0.265
bus_18m,0.3,-0.02,25.184,20,0.27
bus_18m,0.3,-0.02,25.184,25,0.358
bus_18m,0.3,-0.02,25.184,40,0.917
bus_18m,0.3,-0.02,25.184,30,0.495
bus_18m,0.3,-0.02,25.184,35,0.681
bus_18m,0.3,-0.02,29.997,-15,1.372
bus_18m,0.3,-0.02,29.997,-10,1.146
bus_18m,0.3,-0.02,29.997,0,0.72
bus_18m,0.3,-0.02,29.997,-5,0.929
bus_18m,0.3,-0.02,29.997,5,0.518
bus_18m,0.3,-0.02,29.997,10,0.324
bus_18m,0.3,-0.02,29.997,15,0.139
bus_18m,0.3,-0.02,29.997,20,0.142
bus_18m,0.3,-0.02,29.997,25,0.215
bus_18m,0.3,-0.02,29.997,30,0.329
bus_18m,0.3,-0.02,29.997,35,0.484
bus_18m,0.3,-0.02,29.997,40,0.679
bus_18m,0.3,-0.02,37.093,-15,1.045
bus_18m,0.3,-0.02,37.093,-10,0.856
bus_18m,0.3,-0.02,37.093,-5,0.674
bus_18m,0.3,-0.02,37.093,0,0.498
bus_18m,0.3,-0.02,37.093,10,0.168
bus_18m,0.3,-0.02,37.093,5,0.33
bus_18m,0.3,-0.02,37.093,20,0.012
bus_18m,0.3,-0.02,37.093,15,0.013
bus_18m,0.3,-0.02,37.093,25,0.071
bus_18m,0.3,-0.02,37.093,35,0.291
bus_18m,0.3,-0.02,37.093,30,0.164
bus_18m,0.3,0.0,2.626,-15,61.797
bus_18m,0.3,-0.02,37.093,40,0.451
bus_18m,0.3,0.0,2.626,-10,49.001
bus_18m,0.3,0.0,2.626,-5,37.562
bus_18m,0.3,0.0,2.626,0,27.449
bus_18m,0.3,0.0,2.626,10,11.205
bus_18m,0.3,0.0,2.626,5,18.652
bus_18m,0.3,0.0,2.626,15,5.23
bus_18m,0.3,0.0,2.626,20,3.267
bus_18m,0.3,0.0,2.626,25,4.803
bus_18m,0.3,0.0,2.626,30,7.934
bus_18m,0.3,0.0,2.626,35,12.796
bus_18m,0.3,0.0,2.626,40,19.501
bus_18m,0.3,0.0,12.115,-15,5.641
bus_18m,0.3,0.0,12.115,-10,4.903
bus_18m,0.3,0.0,12.115,0,3.562
bus_18m,0.3,0.0,12.115,-5,4.211
bus_18m,0.3,0.0,12.115,5,2.957
bus_18m,0.3,0.0,12.115,10,2.395
bus_18m,0.3,0.0,12.115,15,1.88
bus_18m,0.3,0.0,12.115,20,1.869
bus_18m,0.3,0.0,12.115,25,2.064
bus_18m,0.3,0.0,12.115,30,2.378
bus_18m,0.3,0.0,12.115,35,2.815
bus_18m,0.3,0.0,12.115,40,3.376
bus_18m,0.3,0.0,17.957,-5,3.191
bus_18m,0.3,0.0,17.957,-15,4.106
bus_18m,0.3,0.0,17.957,-10,3.635
bus_18m,0.3,0.0,17.957,0,2.772
bus_18m,0.3,0.0,17.957,10,2.011
bus_18m,0.3,0.0,17.957,5,2.378
bus_18m,0.3,0.0,17.957,15,1.671
bus_18m,0.3,0.0,17.957,20,1.664
bus_18m,0.3,0.0,17.957,25,1.793
bus_18m,0.3,0.0,17.957,30,2.001
bus_18m,0.3,0.0,17.957,35,2.287
bus_18m,0.3,0.0,17.957,40,2.654
bus_18m,0.3,0.0,25.184,-15,3.062
bus_18m,0.3,0.0,25.184,-5,2.525
bus_18m,0.3,0.0,25.184,0,2.272
bus_18m,0.3,0.0,25.184,-10,2.788
